
running 649 tests
 right: `"[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStream {\n  constructor(optional object underlyingSource, optional QueuingStrategy strategy = {});\n\n  readonly attribute boolean locked;\n\n  Promise<undefined> cancel(optional any reason);\n  ReadableStreamReader getReader(optional ReadableStreamGetReaderOptions options = {});\n  ReadableStream pipeThrough(ReadableWritablePair transform, optional StreamPipeOptions options = {});\n  Promise<undefined> pipeTo(WritableStream destination, optional StreamPipeOptions options = {});\n  sequence<ReadableStream> tee();\n\n  async iterable<any>(optional ReadableStreamIteratorOptions options = {});\n};\n\ntypedef (ReadableStreamDefaultReader or ReadableStreamBYOBReader) ReadableStreamReader;\n\nenum ReadableStreamReaderMode { \"byob\" };\n\ndictionary ReadableStreamGetReaderOptions {\n  ReadableStreamReaderMode mode;\n};\n\ndictionary ReadableStreamIteratorOptions {\n  boolean preventCancel = false;\n};\n\ndictionary ReadableWritablePair {\n  required ReadableStream readable;\n  required WritableStream writable;\n};\n\ndictionary StreamPipeOptions {\n  boolean preventClose = false;\n  boolean preventAbort = false;\n  boolean preventCancel = false;\n  AbortSignal signal;\n};\n\ndictionary UnderlyingSource {\n  UnderlyingSourceStartCallback start;\n  UnderlyingSourcePullCallback pull;\n  UnderlyingSourceCancelCallback cancel;\n  ReadableStreamType type;\n  [EnforceRange] unsigned long long autoAllocateChunkSize;\n};\n\ntypedef (ReadableStreamDefaultController or ReadableByteStreamController) ReadableStreamController;\n\ncallback UnderlyingSourceStartCallback = any (ReadableStreamController controller);\ncallback UnderlyingSourcePullCallback = Promise<undefined> (ReadableStreamController controller);\ncallback UnderlyingSourceCancelCallback = Promise<undefined> (optional any reason);\n\nenum ReadableStreamType { \"bytes\" };\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamDefaultReader {\n  constructor(ReadableStream stream);\n\n  readonly attribute Promise<undefined> closed;\n\n  Promise<undefined> cancel(optional any reason);\n  Promise<any> read();\n  undefined releaseLock();\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamBYOBReader {\n  constructor(ReadableStream stream);\n\n  readonly attribute Promise<undefined> closed;\n\n  Promise<undefined> cancel(optional any reason);\n  Promise<any> read(ArrayBufferView view);\n  undefined releaseLock();\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamDefaultController {\n  readonly attribute unrestricted double? desiredSize;\n\n  undefined close();\n  undefined enqueue(optional any chunk);\n  undefined error(optional any e);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableByteStreamController {\n  readonly attribute ReadableStreamBYOBRequest? byobRequest;\n  readonly attribute unrestricted double? desiredSize;\n\n  undefined close();\n  undefined enqueue(ArrayBufferView chunk);\n  undefined error(optional any e);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamBYOBRequest {\n  readonly attribute ArrayBufferView? view;\n\n  undefined respond([EnforceRange] unsigned long long bytesWritten);\n  undefined respondWithNewView(ArrayBufferView view);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface WritableStream {\n  constructor(optional object underlyingSink, optional QueuingStrategy strategy = {});\n\n  readonly attribute boolean locked;\n\n  Promise<undefined> abort(optional any reason);\n  Promise<undefined> close();\n  WritableStreamDefaultWriter getWriter();\n};\n\ndictionary UnderlyingSink {\n  UnderlyingSinkStartCallback start;\n  UnderlyingSinkWriteCallback write;\n  UnderlyingSinkCloseCallback close;\n  UnderlyingSinkAbortCallback abort;\n  any type;\n};\n\ncallback UnderlyingSinkStartCallback = any (WritableStreamDefaultController controller);\ncallback UnderlyingSinkWriteCallback = Promise<undefined> (WritableStreamDefaultController controller, optional any chunk);\ncallback UnderlyingSinkCloseCallback = Promise<undefined> ();\ncallback UnderlyingSinkAbortCallback = Promise<undefined> (optional any reason);\n\n[Exposed=(Window,Worker,Worklet)]\ninterface WritableStreamDefaultWriter {\n  constructor(WritableStream stream);\n\n  readonly attribute Promise<undefined> closed;\n  readonly attribute unrestricted double? desiredSize;\n  readonly attribute Promise<undefined> ready;\n\n  Promise<undefined> abort(optional any reason);\n  Promise<undefined> close();\n  undefined releaseLock();\n  Promise<undefined> write(optional any chunk);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface WritableStreamDefaultController {\n  undefined error(optional any e);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface TransformStream {\n  constructor(optional object transformer,\n              optional QueuingStrategy writableStrategy = {},\n              optional QueuingStrategy readableStrategy = {});\n\n  readonly attribute ReadableStream readable;\n  readonly attribute WritableStream writable;\n};\n\ndictionary Transformer {\n  TransformerStartCallback start;\n  TransformerTransformCallback transform;\n  TransformerFlushCallback flush;\n  any readableType;\n  any writableType;\n};\n\ncallback TransformerStartCallback = any (TransformStreamDefaultController controller);\ncallback TransformerFlushCallback = Promise<undefined> (TransformStreamDefaultController controller);\ncallback TransformerTransformCallback = Promise<undefined> (TransformStreamDefaultController controller, optional any chunk);\n\n[Exposed=(Window,Worker,Worklet)]\ninterface TransformStreamDefaultController {\n  readonly attribute unrestricted double? desiredSize;\n\n  undefined enqueue(optional any chunk);\n  undefined error(optional any reason);\n  undefined terminate();\n};\n\ndictionary QueuingStrategy {\n  unrestricted double highWaterMark;\n  QueuingStrategySize size;\n};\n\ncallback QueuingStrategySize = unrestricted double (optional any chunk);\n\ndictionary QueuingStrategyInit {\n  required unrestricted double highWaterMark;\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ByteLengthQueuingStrategy {\n  constructor(QueuingStrategyInit init);\n\n  readonly attribute unrestricted double highWaterMark;\n  readonly attribute Function size;\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface CountQueuingStrategy {\n  constructor(QueuingStrategyInit init);\n\n  readonly attribute unrestricted double highWaterMark;\n  readonly attribute Function size;\n};\n"`', tests\webidl.rs:44:5
stack backtrace:
   0: std::panicking::begin_panic_handler
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\std\src\panicking.rs:575
   1: core::panicking::panic_fmt
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:64
   2: core::fmt::Arguments::new_v1
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\fmt\mod.rs:403
   3: core::panicking::assert_failed_inner
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:258
   4: core::panicking::assert_failed<alloc::string::String,alloc::string::String>
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\panicking.rs:212
   5: webidl::should_write_same
             at .\tests\webidl.rs:44
   6: webidl::should_write_same_tests_defs_streams_webidl
             at .\tests\webidl.rs:38
   7: webidl::should_write_same_tests_defs_streams_webidl::closure$0
             at .\tests\webidl.rs:38
   8: core::ops::function::FnOnce::call_once<webidl::should_write_same_tests_defs_streams_webidl::closure_env$0,tuple$<> >
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\ops\function.rs:250
   9: core::ops::function::FnOnce::call_once
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\ops\function.rs:250
note: Some details are omitted, run with `RUST_BACKTRACE=full` for a verbose backtrace.

---- should_write_same_tests_defs_dom_webidl stdout ----
thread 'should_write_same_tests_defs_dom_webidl' panicked at 'assertion failed: `(left == right)`
  left: `"[Constructor(DOMString type, optional EventInit eventInitDict),\n Exposed=(Window,Worker,AudioWorklet)]\ninterface Event {\n  readonly attribute DOMString type;\n  readonly attribute EventTarget? target;\n  readonly attribute EventTarget? srcElement; // historical\n  readonly attribute EventTarget? currentTarget;\n  sequence<EventTarget> composedPath();\n\n  const unsigned short NONE = 0;\n  const unsigned short CAPTURING_PHASE = 1;\n  const unsigned short AT_TARGET = 2;\n  const unsigned short BUBBLING_PHASE = 3;\n  readonly attribute unsigned short eventPhase;\n\n  undefined stopPropagation();\n           attribute boolean cancelBubble; // historical alias of .stopPropagation\n  undefined stopImmediatePropagation();\n\n  readonly attribute boolean bubbles;\n  readonly attribute boolean cancelable;\n           attribute boolean returnValue;  // historical\n  undefined preventDefault();\n  readonly attribute boolean defaultPrevented;\n  readonly attribute boolean composed;\n\n  [Unforgeable] readonly attribute boolean isTrusted;\n  readonly attribute DOMHighResTimeStamp timeStamp;\n\n  undefined initEvent(DOMString type, optional boolean bubbles = false, optional boolean cancelable = false); // historical\n};\n\ndictionary EventInit {\n  boolean bubbles = false;\n  boolean cancelable = false;\n  boolean composed = false;\n};\n\n[Constructor(DOMString type, optional CustomEventInit eventInitDict),\n Exposed=(Window,Worker)]\ninterface CustomEvent : Event {\n  readonly attribute any detail;\n\n  undefined initCustomEvent(DOMString type, optional boolean bubbles = false, optional boolean cancelable = false, optional any detail = null);\n};\n\ndictionary CustomEventInit : EventInit {\n  any detail = null;\n};\n\n[Constructor,\n Exposed=(Window,Worker,AudioWorklet)]\ninterface EventTarget {\n  undefined addEventListener(DOMString type, EventListener? callback, optional (AddEventListenerOptions or boolean) options);\n  undefined removeEventListener(DOMString type, EventListener? callback, optional (EventListenerOptions or boolean) options);\n  boolean dispatchEvent(Event event);\n};\n\ncallback interface EventListener {\n  undefined handleEvent(Event event);\n};\n\ndictionary EventListenerOptions {\n  boolean capture = false;\n};\n\ndictionary AddEventListenerOptions : EventListenerOptions {\n  boolean passive = false;\n  boolean once = false;\n};\n\n[Constructor,\n Exposed=(Window,Worker)]\ninterface AbortController {\n  [SameObject] readonly attribute AbortSignal signal;\n\n  undefined abort();\n};\n\n[Exposed=(Window,Worker)]\ninterface AbortSignal : EventTarget {\n  readonly attribute boolean aborted;\n\n  attribute EventHandler onabort;\n};\n\ninterface mixin NonElementParentNode {\n  Element? getElementById(DOMString elementId);\n};\nDocument includes NonElementParentNode;\nDocumentFragment includes NonElementParentNode;\n\ninterface mixin DocumentOrShadowRoot {\n};\nDocument includes DocumentOrShadowRoot;\nShadowRoot includes DocumentOrShadowRoot;\n\ninterface mixin ParentNode {\n  [SameObject] readonly attribute HTMLCollection children;\n  readonly attribute Element? firstElementChild;\n  readonly attribute Element? lastElementChild;\n  readonly attribute unsigned long childElementCount;\n\n  [CEReactions, Unscopable] undefined prepend((Node or DOMString)... nodes);\n  [CEReactions, Unscopable] undefined append((Node or DOMString)... nodes);\n\n  Element? querySelector(DOMString selectors);\n  [NewObject] NodeList querySelectorAll(DOMString selectors);\n};\nDocument includes ParentNode;\nDocumentFragment includes ParentNode;\nElement includes ParentNode;\n\ninterface mixin NonDocumentTypeChildNode {\n  readonly attribute Element? previousElementSibling;\n  readonly attribute Element? nextElementSibling;\n};\nElement includes NonDocumentTypeChildNode;\nCharacterData includes NonDocumentTypeChildNode;\n\ninterface mixin ChildNode {\n  [CEReactions, Unscopable] undefined before((Node or DOMString)... nodes);\n  [CEReactions, Unscopable] undefined after((Node or DOMString)... nodes);\n  [CEReactions, Unscopable] undefined replaceWith((Node or DOMString)... nodes);\n  [CEReactions, Unscopable] undefined remove();\n};\nDocumentType includes ChildNode;\nElement includes ChildNode;\nCharacterData includes ChildNode;\n\ninterface mixin Slotable {\n  readonly attribute HTMLSlotElement? assignedSlot;\n};\nElement includes Slotable;\nText includes Slotable;\n\n[Exposed=Window]\ninterface NodeList {\n  getter Node? item(unsigned long index);\n  readonly attribute unsigned long length;\n  iterable<Node>;\n};\n\n[Exposed=Window, LegacyUnenumerableNamedProperties]\ninterface HTMLCollection {\n  readonly attribute unsigned long length;\n  getter Element? item(unsigned long index);\n  getter Element? namedItem(DOMString name);\n};\n\n[Constructor(MutationCallback callback),\n Exposed=Window]\ninterface MutationObserver {\n  undefined observe(Node target, optional MutationObserverInit options);\n  undefined disconnect();\n  sequence<MutationRecord> takeRecords();\n};\n\ncallback MutationCallback = undefined (sequence<MutationRecord> mutations, MutationObserver observer);\n\ndictionary MutationObserverInit {\n  boolean childList = false;\n  boolean attributes;\n  boolean characterData;\n  boolean subtree = false;\n  boolean attributeOldValue;\n  boolean characterDataOldValue;\n  sequence<DOMString> attributeFilter;\n};\n\n[Exposed=Window]\ninterface MutationRecord {\n  readonly attribute DOMString type;\n  [SameObject] readonly attribute Node target;\n  [SameObject] readonly attribute NodeList addedNodes;\n  [SameObject] readonly attribute NodeList removedNodes;\n  readonly attribute Node? previousSibling;\n  readonly attribute Node? nextSibling;\n  readonly attribute DOMString? attributeName;\n  readonly attribute DOMString? attributeNamespace;\n  readonly attribute DOMString? oldValue;\n};\n\n[Exposed=Window]\ninterface Node : EventTarget {\n  const unsigned short ELEMENT_NODE = 1;\n  const unsigned short ATTRIBUTE_NODE = 2;\n  const unsigned short TEXT_NODE = 3;\n  const unsigned short CDATA_SECTION_NODE = 4;\n  const unsigned short ENTITY_REFERENCE_NODE = 5; // historical\n  const unsigned short ENTITY_NODE = 6; // historical\n  const unsigned short PROCESSING_INSTRUCTION_NODE = 7;\n  const unsigned short COMMENT_NODE = 8;\n  const unsigned short DOCUMENT_NODE = 9;\n  const unsigned short DOCUMENT_TYPE_NODE = 10;\n  const unsigned short DOCUMENT_FRAGMENT_NODE = 11;\n  const unsigned short NOTATION_NODE = 12; // historical\n  readonly attribute unsigned short nodeType;\n  readonly attribute DOMString nodeName;\n\n  readonly attribute USVString baseURI;\n\n  readonly attribute boolean isConnected;\n  readonly attribute Document? ownerDocument;\n  Node getRootNode(optional GetRootNodeOptions options);\n  readonly attribute Node? parentNode;\n  readonly attribute Element? parentElement;\n  boolean hasChildNodes();\n  [SameObject] readonly attribute NodeList childNodes;\n  readonly attribute Node? firstChild;\n  readonly attribute Node? lastChild;\n  readonly attribute Node? previousSibling;\n  readonly attribute Node? nextSibling;\n\n  [CEReactions] attribute DOMString? nodeValue;\n  [CEReactions] attribute DOMString? textContent;\n  [CEReactions] undefined normalize();\n\n  [CEReactions, NewObject] Node cloneNode(optional boolean deep = false);\n  boolean isEqualNode(Node? otherNode);\n  boolean isSameNode(Node? otherNode); // historical alias of ===\n\n  const unsigned short DOCUMENT_POSITION_DISCONNECTED = 0x01;\n  const unsigned short DOCUMENT_POSITION_PRECEDING = 0x02;\n  const unsigned short DOCUMENT_POSITION_FOLLOWING = 0x04;\n  const unsigned short DOCUMENT_POSITION_CONTAINS = 0x08;\n  const unsigned short DOCUMENT_POSITION_CONTAINED_BY = 0x10;\n  const unsigned short DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC = 0x20;\n  unsigned short compareDocumentPosition(Node other);\n  boolean contains(Node? other);\n\n  DOMString? lookupPrefix(DOMString? namespace);\n  DOMString? lookupNamespaceURI(DOMString? prefix);\n  boolean isDefaultNamespace(DOMString? namespace);\n\n  [CEReactions] Node insertBefore(Node node, Node? child);\n  [CEReactions] Node appendChild(Node node);\n  [CEReactions] Node replaceChild(Node node, Node child);\n  [CEReactions] Node removeChild(Node child);\n};\n\ndictionary GetRootNodeOptions {\n  boolean composed = false;\n};\n\n[Constructor,\n Exposed=Window]\ninterface Document : Node {\n  [SameObject] readonly attribute DOMImplementation implementation;\n  readonly attribute USVString URL;\n  readonly attribute USVString documentURI;\n  readonly attribute USVString origin;\n  readonly attribute DOMString compatMode;\n  readonly attribute DOMString characterSet;\n  readonly attribute DOMString charset; // historical alias of .characterSet\n  readonly attribute DOMString inputEncoding; // historical alias of .characterSet\n  readonly attribute DOMString contentType;\n\n  readonly attribute DocumentType? doctype;\n  readonly attribute Element? documentElement;\n  HTMLCollection getElementsByTagName(DOMString qualifiedName);\n  HTMLCollection getElementsByTagNameNS(DOMString? namespace, DOMString localName);\n  HTMLCollection getElementsByClassName(DOMString classNames);\n\n  [CEReactions, NewObject] Element createElement(DOMString localName, optional (DOMString or ElementCreationOptions) options);\n  [CEReactions, NewObject] Element createElementNS(DOMString? namespace, DOMString qualifiedName, optional (DOMString or ElementCreationOptions) options);\n  [NewObject] DocumentFragment createDocumentFragment();\n  [NewObject] Text createTextNode(DOMString data);\n  [NewObject] CDATASection createCDATASection(DOMString data);\n  [NewObject] Comment createComment(DOMString data);\n  [NewObject] ProcessingInstruction createProcessingInstruction(DOMString target, DOMString data);\n\n  [CEReactions, NewObject] Node importNode(Node node, optional boolean deep = false);\n  [CEReactions] Node adoptNode(Node node);\n\n  [NewObject] Attr createAttribute(DOMString localName);\n  [NewObject] Attr createAttributeNS(DOMString? namespace, DOMString qualifiedName);\n\n  [NewObject] Event createEvent(DOMString interface);\n\n  [NewObject] Range createRange();\n\n  // NodeFilter.SHOW_ALL = 0xFFFFFFFF\n  [NewObject] NodeIterator createNodeIterator(Node root, optional unsigned long whatToShow = 0xFFFFFFFF, optional NodeFilter? filter = null);\n  [NewObject] TreeWalker createTreeWalker(Node root, optional unsigned long whatToShow = 0xFFFFFFFF, optional NodeFilter? filter = null);\n};\n\n[Exposed=Window]\ninterface XMLDocument : Document {};\n\ndictionary ElementCreationOptions {\n  DOMString is;\n};\n\n[Exposed=Window]\ninterface DOMImplementation {\n  [NewObject] DocumentType createDocumentType(DOMString qualifiedName, DOMString publicId, DOMString systemId);\n  [NewObject] XMLDocument createDocument(DOMString? namespace, [TreatNullAs=EmptyString] DOMString qualifiedName, optional DocumentType? doctype = null);\n  [NewObject] Document createHTMLDocument(optional DOMString title);\n\n  boolean hasFeature(); // useless; always returns true\n};\n\n[Exposed=Window]\ninterface DocumentType : Node {\n  readonly attribute DOMString name;\n  readonly attribute DOMString publicId;\n  readonly attribute DOMString systemId;\n};\n\n[Constructor,\n Exposed=Window]\ninterface DocumentFragment : Node {\n};\n\n[Exposed=Window]\ninterface ShadowRoot : DocumentFragment {\n  readonly attribute ShadowRootMode mode;\n  readonly attribute Element host;\n};\n\nenum ShadowRootMode { open, closed };\n\n[Exposed=Window]\ninterface Element : Node {\n  readonly attribute DOMString? namespaceURI;\n  readonly attribute DOMString? prefix;\n  readonly attribute DOMString localName;\n  readonly attribute DOMString tagName;\n\n  [CEReactions] attribute DOMString id;\n  [CEReactions] attribute DOMString className;\n  [SameObject, PutForwards=value] readonly attribute DOMTokenList classList;\n  [CEReactions, Unscopable] attribute DOMString slot;\n\n  boolean hasAttributes();\n  [SameObject] readonly attribute NamedNodeMap attributes;\n  sequence<DOMString> getAttributeNames();\n  DOMString? getAttribute(DOMString qualifiedName);\n  DOMString? getAttributeNS(DOMString? namespace, DOMString localName);\n  [CEReactions] undefined setAttribute(DOMString qualifiedName, DOMString value);\n  [CEReactions] undefined setAttributeNS(DOMString? namespace, DOMString qualifiedName, DOMString value);\n  [CEReactions] undefined removeAttribute(DOMString qualifiedName);\n  [CEReactions] undefined removeAttributeNS(DOMString? namespace, DOMString localName);\n  boolean hasAttribute(DOMString qualifiedName);\n  boolean hasAttributeNS(DOMString? namespace, DOMString localName);\n\n  Attr? getAttributeNode(DOMString qualifiedName);\n  Attr? getAttributeNodeNS(DOMString? namespace, DOMString localName);\n  [CEReactions] Attr? setAttributeNode(Attr attr);\n  [CEReactions] Attr? setAttributeNodeNS(Attr attr);\n  [CEReactions] Attr removeAttributeNode(Attr attr);\n\n  ShadowRoot attachShadow(ShadowRootInit init);\n  readonly attribute ShadowRoot? shadowRoot;\n\n  Element? closest(DOMString selectors);\n  boolean matches(DOMString selectors);\n  boolean webkitMatchesSelector(DOMString selectors); // historical alias of .matches\n\n  HTMLCollection getElementsByTagName(DOMString qualifiedName);\n  HTMLCollection getElementsByTagNameNS(DOMString? namespace, DOMString localName);\n  HTMLCollection getElementsByClassName(DOMString classNames);\n\n  [CEReactions] Element? insertAdjacentElement(DOMString where, Element element); // historical\n  undefined insertAdjacentText(DOMString where, DOMString data); // historical\n};\n\ndictionary ShadowRootInit {\n  required ShadowRootMode mode;\n};\n\n[Exposed=Window,\n LegacyUnenumerableNamedProperties]\ninterface NamedNodeMap {\n  readonly attribute unsigned long length;\n  getter Attr? item(unsigned long index);\n  getter Attr? getNamedItem(DOMString qualifiedName);\n  Attr? getNamedItemNS(DOMString? namespace, DOMString localName);\n  [CEReactions] Attr? setNamedItem(Attr attr);\n  [CEReactions] Attr? setNamedItemNS(Attr attr);\n  [CEReactions] Attr removeNamedItem(DOMString qualifiedName);\n  [CEReactions] Attr removeNamedItemNS(DOMString? namespace, DOMString localName);\n};\n\n[Exposed=Window]\ninterface Attr : Node {\n  readonly attribute DOMString? namespaceURI;\n  readonly attribute DOMString? prefix;\n  readonly attribute DOMString localName;\n  readonly attribute DOMString name;\n  [CEReactions] attribute DOMString value;\n\n  readonly attribute Element? ownerElement;\n\n  readonly attribute boolean specified; // useless; always returns true\n};\n\n[Exposed=Window]\ninterface CharacterData : Node {\n  attribute [TreatNullAs=EmptyString] DOMString data;\n  readonly attribute unsigned long length;\n  DOMString substringData(unsigned long offset, unsigned long count);\n  undefined appendData(DOMString data);\n  undefined insertData(unsigned long offset, DOMString data);\n  undefined deleteData(unsigned long offset, unsigned long count);\n  undefined replaceData(unsigned long offset, unsigned long count, DOMString data);\n};\n\n[Constructor(optional DOMString data = ),\n Exposed=Window]\ninterface Text : CharacterData {\n  [NewObject] Text splitText(unsigned long offset);\n  readonly attribute DOMString wholeText;\n};\n\n[Exposed=Window]\ninterface CDATASection : Text {\n};\n\n[Exposed=Window]\ninterface ProcessingInstruction : CharacterData {\n  readonly attribute DOMString target;\n};\n\n[Constructor(optional DOMString data = ),\n Exposed=Window]\ninterface Comment : CharacterData {\n};\n\n[Exposed=Window]\ninterface AbstractRange {\n  readonly attribute Node startContainer;\n  readonly attribute unsigned long startOffset;\n  readonly attribute Node endContainer;\n  readonly attribute unsigned long endOffset;\n  readonly attribute boolean collapsed;\n};\n\n[Exposed=Window]\ninterface StaticRange : AbstractRange {\n};\n\n[Constructor,\n Exposed=Window]\ninterface Range : AbstractRange {\n  readonly attribute Node commonAncestorContainer;\n\n  undefined setStart(Node node, unsigned long offset);\n  undefined setEnd(Node node, unsigned long offset);\n  undefined setStartBefore(Node node);\n  undefined setStartAfter(Node node);\n  undefined setEndBefore(Node node);\n  undefined setEndAfter(Node node);\n  undefined collapse(optional boolean toStart = false);\n  undefined selectNode(Node node);\n  undefined selectNodeContents(Node node);\n\n  const unsigned short START_TO_START = 0;\n  const unsigned short START_TO_END = 1;\n  const unsigned short END_TO_END = 2;\n  const unsigned short END_TO_START = 3;\n  short compareBoundaryPoints(unsigned short how, Range sourceRange);\n\n  [CEReactions] undefined deleteContents();\n  [CEReactions, NewObject] DocumentFragment extractContents();\n  [CEReactions, NewObject] DocumentFragment cloneContents();\n  [CEReactions] undefined insertNode(Node node);\n  [CEReactions] undefined surroundContents(Node newParent);\n\n  [NewObject] Range cloneRange();\n  undefined detach();\n\n  boolean isPointInRange(Node node, unsigned long offset);\n  short comparePoint(Node node, unsigned long offset);\n\n  boolean intersectsNode(Node node);\n\n  stringifier;\n};\n\n[Exposed=Window]\ninterface NodeIterator {\n  [SameObject] readonly attribute Node root;\n  readonly attribute Node referenceNode;\n  readonly attribute boolean pointerBeforeReferenceNode;\n  readonly attribute unsigned long whatToShow;\n  readonly attribute NodeFilter? filter;\n\n  Node? nextNode();\n  Node? previousNode();\n\n  undefined detach();\n};\n\n[Exposed=Window]\ninterface TreeWalker {\n  [SameObject] readonly attribute Node root;\n  readonly attribute unsigned long whatToShow;\n  readonly attribute NodeFilter? filter;\n           attribute Node currentNode;\n\n  Node? parentNode();\n  Node? firstChild();\n  Node? lastChild();\n  Node? previousSibling();\n  Node? nextSibling();\n  Node? previousNode();\n  Node? nextNode();\n};\n\n[Exposed=Window]\ncallback interface NodeFilter {\n  // Constants for acceptNode()\n  const unsigned short FILTER_ACCEPT = 1;\n  const unsigned short FILTER_REJECT = 2;\n  const unsigned short FILTER_SKIP = 3;\n\n  // Constants for whatToShow\n  const unsigned long SHOW_ALL = 0xFFFFFFFF;\n  const unsigned long SHOW_ELEMENT = 0x1;\n  const unsigned long SHOW_ATTRIBUTE = 0x2;\n  const unsigned long SHOW_TEXT = 0x4;\n  const unsigned long SHOW_CDATA_SECTION = 0x8;\n  const unsigned long SHOW_ENTITY_REFERENCE = 0x10; // historical\n  const unsigned long SHOW_ENTITY = 0x20; // historical\n  const unsigned long SHOW_PROCESSING_INSTRUCTION = 0x40;\n  const unsigned long SHOW_COMMENT = 0x80;\n  const unsigned long SHOW_DOCUMENT = 0x100;\n  const unsigned long SHOW_DOCUMENT_TYPE = 0x200;\n  const unsigned long SHOW_DOCUMENT_FRAGMENT = 0x400;\n  const unsigned long SHOW_NOTATION = 0x800; // historical\n\n  unsigned short acceptNode(Node node);\n};\n\n[Exposed=Window]\ninterface DOMTokenList {\n  readonly attribute unsigned long length;\n  getter DOMString? item(unsigned long index);\n  boolean contains(DOMString token);\n  [CEReactions] undefined add(DOMString... tokens);\n  [CEReactions] undefined remove(DOMString... tokens);\n  [CEReactions] boolean toggle(DOMString token, optional boolean force);\n  [CEReactions] boolean replace(DOMString token, DOMString newToken);\n  boolean supports(DOMString token);\n  [CEReactions] stringifier attribute DOMString value;\n  iterable<DOMString>;\n};\n"`,
